Date&Time,Energy used (Wh)
13/1/2016 3:30,20
13/1/2016 3:40,50
13/1/2016 3:50,50
13/1/2016 4:00,50
13/1/2016 4:10,40
13/1/2016 4:20,40
13/1/2016 4:30,50
13/1/2016 4:40,40
13/1/2016 4:50,50
13/1/2016 5:00,50
13/1/2016 5:10,50
13/1/2016 5:20,40
13/1/2016 5:30,40
13/1/2016 5:40,50
13/1/2016 5:50,20
13/1/2016 6:00,20
13/1/2016 6:10,50
13/1/2016 6:20,30
13/1/2016 6:30,50
13/1/2016 6:40,50
13/1/2016 6:50,200
13/1/2016 7:00,110
13/1/2016 7:10,80
13/1/2016 7:20,50
13/1/2016 7:30,50
13/1/2016 7:40,50
13/1/2016 7:50,40
13/1/2016 8:00,40
13/1/2016 8:10,30
13/1/2016 8:20,180
13/1/2016 8:30,350
13/1/2016 8:40,350
13/1/2016 8:50,300
13/1/2016 9:00,400
13/1/2016 9:10,390
13/1/2016 9:20,290
13/1/2016 9:30,60
13/1/2016 9:40,70
13/1/2016 9:50,110
13/1/2016 10:00,90
13/1/2016 10:10,60
13/1/2016 10:20,70
13/1/2016 10:30,80
13/1/2016 10:40,60
13/1/2016 10:50,40
13/1/2016 11:00,30
13/1/2016 11:10,70
13/1/2016 11:20,50
13/1/2016 11:30,80
13/1/2016 11:40,80
13/1/2016 11:50,50
13/1/2016 12:00,40
13/1/2016 12:10,50
13/1/2016 12:20,40
13/1/2016 12:30,40
13/1/2016 12:40,50
13/1/2016 12:50,30
13/1/2016 13:00,30
13/1/2016 13:10,20
13/1/2016 13:20,20
13/1/2016 13:30,50
13/1/2016 13:40,40
13/1/2016 13:50,50
13/1/2016 14:00,40
13/1/2016 14:10,60
13/1/2016 14:20,40
13/1/2016 14:30,40
13/1/2016 14:40,50
13/1/2016 14:50,40
13/1/2016 15:00,40
13/1/2016 15:10,30
13/1/2016 15:20,30
13/1/2016 15:30,30
13/1/2016 15:40,40
13/1/2016 15:50,80
13/1/2016 16:00,70
13/1/2016 16:10,80
13/1/2016 16:20,70
13/1/2016 16:30,80
13/1/2016 16:40,80
13/1/2016 16:50,100
13/1/2016 17:00,90
13/1/2016 17:10,100
13/1/2016 17:20,90
13/1/2016 17:30,110
13/1/2016 17:40,90
13/1/2016 17:50,100
13/1/2016 18:00,100
13/1/2016 18:10,110
13/1/2016 18:20,100
13/1/2016 18:30,90
13/1/2016 18:40,90
13/1/2016 18:50,180
13/1/2016 19:00,140
13/1/2016 19:10,100
13/1/2016 19:20,110
13/1/2016 19:30,340
13/1/2016 19:40,380
13/1/2016 19:50,210
13/1/2016 20:00,150
13/1/2016 20:10,330
13/1/2016 20:20,420
13/1/2016 20:30,330
13/1/2016 20:40,130
13/1/2016 20:50,130
13/1/2016 21:00,110
13/1/2016 21:10,250
13/1/2016 21:20,520
13/1/2016 21:30,360
13/1/2016 21:40,330
13/1/2016 21:50,310
13/1/2016 22:00,270
13/1/2016 22:10,230
13/1/2016 22:20,170
13/1/2016 22:30,60
13/1/2016 22:40,30
13/1/2016 22:50,30
13/1/2016 23:00,30
13/1/2016 23:10,40
13/1/2016 23:20,50
13/1/2016 23:30,50
13/1/2016 23:40,40
13/1/2016 23:50,40
14/1/2016 0:00,50
14/1/2016 0:10,50
14/1/2016 0:20,40
14/1/2016 0:30,60
14/1/2016 0:40,40
14/1/2016 0:50,40
14/1/2016 1:00,50
14/1/2016 1:10,40
14/1/2016 1:20,30
14/1/2016 1:30,30
14/1/2016 1:40,30
14/1/2016 1:50,40
14/1/2016 2:00,40
14/1/2016 2:10,50
14/1/2016 2:20,40
14/1/2016 2:30,40
14/1/2016 2:40,40
14/1/2016 2:50,50
14/1/2016 3:00,50
14/1/2016 3:10,50
14/1/2016 3:20,40
14/1/2016 3:30,50
14/1/2016 3:40,40
14/1/2016 3:50,40
14/1/2016 4:00,20
14/1/2016 4:10,30
14/1/2016 4:20,30
14/1/2016 4:30,40
14/1/2016 4:40,50
14/1/2016 4:50,40
14/1/2016 5:00,40
14/1/2016 5:10,50
14/1/2016 5:20,40
14/1/2016 5:30,50
14/1/2016 5:40,50
14/1/2016 5:50,40
14/1/2016 6:00,50
14/1/2016 6:10,40
14/1/2016 6:20,40
14/1/2016 6:30,40
14/1/2016 6:40,40
14/1/2016 6:50,30
14/1/2016 7:00,70
14/1/2016 7:10,360
14/1/2016 7:20,400
14/1/2016 7:30,70
14/1/2016 7:40,70
14/1/2016 7:50,390
14/1/2016 8:00,100
14/1/2016 8:10,80
14/1/2016 8:20,70
14/1/2016 8:30,170
14/1/2016 8:40,360
14/1/2016 8:50,180
14/1/2016 9:00,130
14/1/2016 9:10,70
14/1/2016 9:20,70
14/1/2016 9:30,180
14/1/2016 9:40,170
14/1/2016 9:50,390
14/1/2016 10:00,420
14/1/2016 10:10,340
14/1/2016 10:20,550
14/1/2016 10:30,690
14/1/2016 10:40,620
14/1/2016 10:50,610
14/1/2016 11:00,490
14/1/2016 11:10,260
14/1/2016 11:20,240
14/1/2016 11:30,220
14/1/2016 11:40,130
14/1/2016 11:50,90
14/1/2016 12:00,290
14/1/2016 12:10,410
14/1/2016 12:20,320
14/1/2016 12:30,260
14/1/2016 12:40,210
14/1/2016 12:50,210
14/1/2016 13:00,140
14/1/2016 13:10,60
14/1/2016 13:20,50
14/1/2016 13:30,60
14/1/2016 13:40,50
14/1/2016 13:50,60
14/1/2016 14:00,140
14/1/2016 14:10,270
14/1/2016 14:20,200
14/1/2016 14:30,60
14/1/2016 14:40,50
14/1/2016 14:50,60
14/1/2016 15:00,80
14/1/2016 15:10,50
14/1/2016 15:20,40
14/1/2016 15:30,50
14/1/2016 15:40,50
14/1/2016 15:50,40
14/1/2016 16:00,30
14/1/2016 16:10,30
14/1/2016 16:20,200
14/1/2016 16:30,450
14/1/2016 16:40,400
14/1/2016 16:50,740
14/1/2016 17:00,910
14/1/2016 17:10,610
14/1/2016 17:20,510
14/1/2016 17:30,190
14/1/2016 17:40,110
14/1/2016 17:50,100
14/1/2016 18:00,90
14/1/2016 18:10,110
14/1/2016 18:20,100
14/1/2016 18:30,110
14/1/2016 18:40,100
14/1/2016 18:50,790
14/1/2016 19:00,380
14/1/2016 19:10,360
14/1/2016 19:20,360
14/1/2016 19:30,100
14/1/2016 19:40,100
14/1/2016 19:50,90
14/1/2016 20:00,90
14/1/2016 20:10,110
14/1/2016 20:20,140
14/1/2016 20:30,110
14/1/2016 20:40,100
14/1/2016 20:50,110
14/1/2016 21:00,130
14/1/2016 21:10,140
14/1/2016 21:20,130
14/1/2016 21:30,120
14/1/2016 21:40,100
14/1/2016 21:50,80
14/1/2016 22:00,50
14/1/2016 22:10,50
14/1/2016 22:20,50
14/1/2016 22:30,40
14/1/2016 22:40,50
14/1/2016 22:50,50
14/1/2016 23:00,50
14/1/2016 23:10,40
14/1/2016 23:20,30
14/1/2016 23:30,30
14/1/2016 23:40,40
14/1/2016 23:50,40
15/1/2016 0:00,50
15/1/2016 0:10,60
15/1/2016 0:20,50
15/1/2016 0:30,60
15/1/2016 0:40,50
15/1/2016 0:50,50
15/1/2016 1:00,50
15/1/2016 1:10,50
15/1/2016 1:20,50
15/1/2016 1:30,50
15/1/2016 1:40,60
15/1/2016 1:50,50
15/1/2016 2:00,50
15/1/2016 2:10,50
15/1/2016 2:20,50
15/1/2016 2:30,40
15/1/2016 2:40,50
15/1/2016 2:50,40
15/1/2016 3:00,30
15/1/2016 3:10,40
15/1/2016 3:20,30
15/1/2016 3:30,60
15/1/2016 3:40,50
15/1/2016 3:50,50
15/1/2016 4:00,40
15/1/2016 4:10,50
15/1/2016 4:20,60
15/1/2016 4:30,50
15/1/2016 4:40,50
15/1/2016 4:50,50
15/1/2016 5:00,50
15/1/2016 5:10,40
15/1/2016 5:20,50
15/1/2016 5:30,50
15/1/2016 5:40,50
15/1/2016 5:50,60
15/1/2016 6:00,50
15/1/2016 6:10,40
15/1/2016 6:20,50
15/1/2016 6:30,50
15/1/2016 6:40,50
15/1/2016 6:50,30
15/1/2016 7:00,70
15/1/2016 7:10,50
15/1/2016 7:20,50
15/1/2016 7:30,50
15/1/2016 7:40,50
15/1/2016 7:50,40
15/1/2016 8:00,50
15/1/2016 8:10,50
15/1/2016 8:20,150
15/1/2016 8:30,390
15/1/2016 8:40,390
15/1/2016 8:50,380
15/1/2016 9:00,400
15/1/2016 9:10,370
15/1/2016 9:20,310
15/1/2016 9:30,40
15/1/2016 9:40,50
15/1/2016 9:50,70
15/1/2016 10:00,60
15/1/2016 10:10,90
15/1/2016 10:20,60
15/1/2016 10:30,60
15/1/2016 10:40,100
15/1/2016 10:50,380
15/1/2016 11:00,390
15/1/2016 11:10,130
15/1/2016 11:20,60
15/1/2016 11:30,60
15/1/2016 11:40,50
15/1/2016 11:50,60
15/1/2016 12:00,60
15/1/2016 12:10,240
15/1/2016 12:20,80
15/1/2016 12:30,80
15/1/2016 12:40,400
15/1/2016 12:50,400
15/1/2016 13:00,460
15/1/2016 13:10,170
15/1/2016 13:20,210
15/1/2016 13:30,190
15/1/2016 13:40,70
15/1/2016 13:50,80
15/1/2016 14:00,60
15/1/2016 14:10,70
15/1/2016 14:20,60
15/1/2016 14:30,70
15/1/2016 14:40,60
15/1/2016 14:50,60
15/1/2016 15:00,60
15/1/2016 15:10,60
15/1/2016 15:20,60
15/1/2016 15:30,50
15/1/2016 15:40,50
15/1/2016 15:50,60
15/1/2016 16:00,50
15/1/2016 16:10,50
15/1/2016 16:20,70
15/1/2016 16:30,50
15/1/2016 16:40,60
15/1/2016 16:50,60
15/1/2016 17:00,90
15/1/2016 17:10,100
15/1/2016 17:20,90
15/1/2016 17:30,100
15/1/2016 17:40,110
15/1/2016 17:50,100
15/1/2016 18:00,80
15/1/2016 18:10,110
15/1/2016 18:20,260
15/1/2016 18:30,350
15/1/2016 18:40,500
15/1/2016 18:50,370
15/1/2016 19:00,330
15/1/2016 19:10,100
15/1/2016 19:20,110
15/1/2016 19:30,140
15/1/2016 19:40,310
15/1/2016 19:50,330
15/1/2016 20:00,190
15/1/2016 20:10,160
15/1/2016 20:20,160
15/1/2016 20:30,480
15/1/2016 20:40,280
15/1/2016 20:50,130
15/1/2016 21:00,150
15/1/2016 21:10,140
15/1/2016 21:20,130
15/1/2016 21:30,130
15/1/2016 21:40,340
15/1/2016 21:50,490
15/1/2016 22:00,230
15/1/2016 22:10,360
15/1/2016 22:20,410
15/1/2016 22:30,150
15/1/2016 22:40,80
15/1/2016 22:50,80
15/1/2016 23:00,70
15/1/2016 23:10,70
15/1/2016 23:20,70
15/1/2016 23:30,60
15/1/2016 23:40,60
15/1/2016 23:50,50
16/1/2016 0:00,50
16/1/2016 0:10,50
16/1/2016 0:20,30
16/1/2016 0:30,20
16/1/2016 0:40,40
16/1/2016 0:50,50
16/1/2016 1:00,50
16/1/2016 1:10,50
16/1/2016 1:20,60
16/1/2016 1:30,50
16/1/2016 1:40,60
16/1/2016 1:50,50
16/1/2016 2:00,40
16/1/2016 2:10,50
16/1/2016 2:20,50
16/1/2016 2:30,50
16/1/2016 2:40,50
16/1/2016 2:50,40
16/1/2016 3:00,30
16/1/2016 3:10,30
16/1/2016 3:20,40
16/1/2016 3:30,50
16/1/2016 3:40,50
16/1/2016 3:50,50
16/1/2016 4:00,50
16/1/2016 4:10,60
16/1/2016 4:20,50
16/1/2016 4:30,50
16/1/2016 4:40,40
16/1/2016 4:50,50
16/1/2016 5:00,50
16/1/2016 5:10,50
16/1/2016 5:20,50
16/1/2016 5:30,30
16/1/2016 5:40,30
16/1/2016 5:50,30
16/1/2016 6:00,50
16/1/2016 6:10,50
16/1/2016 6:20,40
16/1/2016 6:30,60
16/1/2016 6:40,60
16/1/2016 6:50,50
16/1/2016 7:00,50
16/1/2016 7:10,50
16/1/2016 7:20,220
16/1/2016 7:30,390
16/1/2016 7:40,380
16/1/2016 7:50,390
16/1/2016 8:00,390
16/1/2016 8:10,240
16/1/2016 8:20,40
16/1/2016 8:30,70
16/1/2016 8:40,50
16/1/2016 8:50,50
16/1/2016 9:00,70
16/1/2016 9:10,60
16/1/2016 9:20,70
16/1/2016 9:30,60
16/1/2016 9:40,50
16/1/2016 9:50,60
16/1/2016 10:00,60
16/1/2016 10:10,80
16/1/2016 10:20,100
16/1/2016 10:30,60
16/1/2016 10:40,70
16/1/2016 10:50,60
16/1/2016 11:00,60
16/1/2016 11:10,50
16/1/2016 11:20,50
16/1/2016 11:30,40
16/1/2016 11:40,50
16/1/2016 11:50,70
16/1/2016 12:00,60
16/1/2016 12:10,60
16/1/2016 12:20,80
16/1/2016 12:30,80
16/1/2016 12:40,80
16/1/2016 12:50,90
16/1/2016 13:00,90
16/1/2016 13:10,100
16/1/2016 13:20,80
16/1/2016 13:30,90
16/1/2016 13:40,80
16/1/2016 13:50,80
16/1/2016 14:00,80
16/1/2016 14:10,80
16/1/2016 14:20,90
16/1/2016 14:30,70
16/1/2016 14:40,50
16/1/2016 14:50,60
16/1/2016 15:00,70
16/1/2016 15:10,80
16/1/2016 15:20,70
16/1/2016 15:30,370
16/1/2016 15:40,410
16/1/2016 15:50,250
16/1/2016 16:00,80
16/1/2016 16:10,70
16/1/2016 16:20,70
16/1/2016 16:30,80
16/1/2016 16:40,70
16/1/2016 16:50,80
16/1/2016 17:00,80
16/1/2016 17:10,150
16/1/2016 17:20,380
16/1/2016 17:30,290
16/1/2016 17:40,270
16/1/2016 17:50,420
16/1/2016 18:00,280
16/1/2016 18:10,300
16/1/2016 18:20,350
16/1/2016 18:30,270
16/1/2016 18:40,560
16/1/2016 18:50,1080
16/1/2016 19:00,750
16/1/2016 19:10,390
16/1/2016 19:20,350
16/1/2016 19:30,340
16/1/2016 19:40,290
16/1/2016 19:50,230
16/1/2016 20:00,120
16/1/2016 20:10,110
16/1/2016 20:20,100
16/1/2016 20:30,110
16/1/2016 20:40,130
16/1/2016 20:50,140
16/1/2016 21:00,110
16/1/2016 21:10,100
16/1/2016 21:20,100
16/1/2016 21:30,110
16/1/2016 21:40,110
16/1/2016 21:50,190
16/1/2016 22:00,450
16/1/2016 22:10,210
16/1/2016 22:20,100
16/1/2016 22:30,90
16/1/2016 22:40,90
16/1/2016 22:50,80
16/1/2016 23:00,70
16/1/2016 23:10,70
16/1/2016 23:20,70
16/1/2016 23:30,60
16/1/2016 23:40,30
16/1/2016 23:50,30
17/1/2016 0:00,30
17/1/2016 0:10,40
17/1/2016 0:20,50
17/1/2016 0:30,60
17/1/2016 0:40,50
17/1/2016 0:50,50
17/1/2016 1:00,50
17/1/2016 1:10,50
17/1/2016 1:20,50
17/1/2016 1:30,50
17/1/2016 1:40,50
17/1/2016 1:50,60
17/1/2016 2:00,50
17/1/2016 2:10,60
17/1/2016 2:20,50
17/1/2016 2:30,40
17/1/2016 2:40,30
17/1/2016 2:50,30
17/1/2016 3:00,30
17/1/2016 3:10,60
17/1/2016 3:20,50
17/1/2016 3:30,60
17/1/2016 3:40,50
17/1/2016 3:50,50
17/1/2016 4:00,50
17/1/2016 4:10,40
17/1/2016 4:20,60
17/1/2016 4:30,50
17/1/2016 4:40,60
17/1/2016 4:50,50
17/1/2016 5:00,50
17/1/2016 5:10,40
17/1/2016 5:20,50
17/1/2016 5:30,50
17/1/2016 5:40,30
17/1/2016 5:50,40
17/1/2016 6:00,30
17/1/2016 6:10,50
17/1/2016 6:20,50
17/1/2016 6:30,40
17/1/2016 6:40,50
17/1/2016 6:50,50
17/1/2016 7:00,170
17/1/2016 7:10,400
17/1/2016 7:20,390
17/1/2016 7:30,370
17/1/2016 7:40,390
17/1/2016 7:50,370
17/1/2016 8:00,380
17/1/2016 8:10,100
17/1/2016 8:20,90
17/1/2016 8:30,470
17/1/2016 8:40,320
17/1/2016 8:50,270
17/1/2016 9:00,260
17/1/2016 9:10,230
17/1/2016 9:20,470
17/1/2016 9:30,400
17/1/2016 9:40,290
17/1/2016 9:50,100
17/1/2016 10:00,90
17/1/2016 10:10,90
17/1/2016 10:20,90
17/1/2016 10:30,90
17/1/2016 10:40,100
17/1/2016 10:50,80
17/1/2016 11:00,180
17/1/2016 11:10,440
17/1/2016 11:20,300
17/1/2016 11:30,250
17/1/2016 11:40,280
17/1/2016 11:50,460
17/1/2016 12:00,120
17/1/2016 12:10,120
17/1/2016 12:20,110
17/1/2016 12:30,130
17/1/2016 12:40,110
17/1/2016 12:50,120
17/1/2016 13:00,120
17/1/2016 13:10,120
17/1/2016 13:20,130
17/1/2016 13:30,120
17/1/2016 13:40,120
17/1/2016 13:50,410
17/1/2016 14:00,420
17/1/2016 14:10,140
17/1/2016 14:20,60
17/1/2016 14:30,60
17/1/2016 14:40,70
17/1/2016 14:50,80
17/1/2016 15:00,100
17/1/2016 15:10,80
17/1/2016 15:20,80
17/1/2016 15:30,70
17/1/2016 15:40,80
17/1/2016 15:50,80
17/1/2016 16:00,90
17/1/2016 16:10,80
17/1/2016 16:20,80
17/1/2016 16:30,80
17/1/2016 16:40,80
17/1/2016 16:50,80
17/1/2016 17:00,90
17/1/2016 17:10,130
17/1/2016 17:20,380
17/1/2016 17:30,800
17/1/2016 17:40,790
17/1/2016 17:50,540
17/1/2016 18:00,120
17/1/2016 18:10,110
17/1/2016 18:20,160
17/1/2016 18:30,140
17/1/2016 18:40,550
17/1/2016 18:50,530
17/1/2016 19:00,100
17/1/2016 19:10,100
17/1/2016 19:20,90
17/1/2016 19:30,90
17/1/2016 19:40,100
17/1/2016 19:50,130
17/1/2016 20:00,110
17/1/2016 20:10,120
17/1/2016 20:20,100
17/1/2016 20:30,110
17/1/2016 20:40,100
17/1/2016 20:50,120
17/1/2016 21:00,250
17/1/2016 21:10,110
17/1/2016 21:20,110
17/1/2016 21:30,150
17/1/2016 21:40,110
17/1/2016 21:50,50
17/1/2016 22:00,40
17/1/2016 22:10,50
17/1/2016 22:20,50
17/1/2016 22:30,70
17/1/2016 22:40,60
17/1/2016 22:50,60
17/1/2016 23:00,70
17/1/2016 23:10,50
17/1/2016 23:20,70
17/1/2016 23:30,60
17/1/2016 23:40,70
17/1/2016 23:50,60
18/1/2016 0:00,60
18/1/2016 0:10,50
18/1/2016 0:20,40
18/1/2016 0:30,30
18/1/2016 0:40,40
18/1/2016 0:50,50
18/1/2016 1:00,50
18/1/2016 1:10,40
18/1/2016 1:20,50
18/1/2016 1:30,40
18/1/2016 1:40,40
18/1/2016 1:50,40
18/1/2016 2:00,60
18/1/2016 2:10,50
18/1/2016 2:20,50
18/1/2016 2:30,40
18/1/2016 2:40,40
18/1/2016 2:50,20
18/1/2016 3:00,30
18/1/2016 3:10,20
18/1/2016 3:20,50
18/1/2016 3:30,60
18/1/2016 3:40,40
18/1/2016 3:50,50
18/1/2016 4:00,40
18/1/2016 4:10,40
18/1/2016 4:20,50
18/1/2016 4:30,50
18/1/2016 4:40,40
18/1/2016 4:50,50
18/1/2016 5:00,40
18/1/2016 5:10,50
18/1/2016 5:20,30
18/1/2016 5:30,20
18/1/2016 5:40,30
18/1/2016 5:50,30
18/1/2016 6:00,50
18/1/2016 6:10,80
18/1/2016 6:20,40
18/1/2016 6:30,50
18/1/2016 6:40,40
18/1/2016 6:50,70
18/1/2016 7:00,100
18/1/2016 7:10,60
18/1/2016 7:20,50
18/1/2016 7:30,40
18/1/2016 7:40,40
18/1/2016 7:50,40
18/1/2016 8:00,20
18/1/2016 8:10,20
18/1/2016 8:20,30
18/1/2016 8:30,50
18/1/2016 8:40,50
18/1/2016 8:50,40
18/1/2016 9:00,40
18/1/2016 9:10,40
18/1/2016 9:20,40
18/1/2016 9:30,50
18/1/2016 9:40,50
18/1/2016 9:50,50
18/1/2016 10:00,40
18/1/2016 10:10,40
18/1/2016 10:20,20
18/1/2016 10:30,20
18/1/2016 10:40,30
18/1/2016 10:50,40
18/1/2016 11:00,50
18/1/2016 11:10,50
18/1/2016 11:20,40
18/1/2016 11:30,40
18/1/2016 11:40,50
18/1/2016 11:50,40
18/1/2016 12:00,40
18/1/2016 12:10,50
18/1/2016 12:20,40
18/1/2016 12:30,50
18/1/2016 12:40,40
18/1/2016 12:50,20
18/1/2016 13:00,20
18/1/2016 13:10,30
18/1/2016 13:20,40
18/1/2016 13:30,50
18/1/2016 13:40,50
18/1/2016 13:50,50
18/1/2016 14:00,40
18/1/2016 14:10,40
18/1/2016 14:20,40
18/1/2016 14:30,40
18/1/2016 14:40,40
18/1/2016 14:50,50
18/1/2016 15:00,50
18/1/2016 15:10,30
18/1/2016 15:20,20
18/1/2016 15:30,30
18/1/2016 15:40,30
18/1/2016 15:50,40
18/1/2016 16:00,50
18/1/2016 16:10,50
18/1/2016 16:20,50
18/1/2016 16:30,40
18/1/2016 16:40,40
18/1/2016 16:50,50
18/1/2016 17:00,40
18/1/2016 17:10,40
18/1/2016 17:20,40
18/1/2016 17:30,40
18/1/2016 17:40,20
18/1/2016 17:50,30
18/1/2016 18:00,30
18/1/2016 18:10,70
18/1/2016 18:20,230
18/1/2016 18:30,660
18/1/2016 18:40,510
18/1/2016 18:50,300
18/1/2016 19:00,300
18/1/2016 19:10,350
18/1/2016 19:20,90
18/1/2016 19:30,100
18/1/2016 19:40,130
18/1/2016 19:50,200
18/1/2016 20:00,480
18/1/2016 20:10,430
18/1/2016 20:20,630
18/1/2016 20:30,600
18/1/2016 20:40,470
18/1/2016 20:50,740
18/1/2016 21:00,600
18/1/2016 21:10,560
18/1/2016 21:20,440
18/1/2016 21:30,280
18/1/2016 21:40,110
18/1/2016 21:50,80
18/1/2016 22:00,70
18/1/2016 22:10,50
18/1/2016 22:20,50
18/1/2016 22:30,60
18/1/2016 22:40,60
18/1/2016 22:50,50
18/1/2016 23:00,60
18/1/2016 23:10,50
18/1/2016 23:20,50
18/1/2016 23:30,40
18/1/2016 23:40,30
18/1/2016 23:50,40
19/1/2016 0:00,50
19/1/2016 0:10,50
19/1/2016 0:20,50
19/1/2016 0:30,40
19/1/2016 0:40,50
19/1/2016 0:50,40
19/1/2016 1:00,50
19/1/2016 1:10,40
19/1/2016 1:20,50
19/1/2016 1:30,50
19/1/2016 1:40,40
19/1/2016 1:50,40
19/1/2016 2:00,30
19/1/2016 2:10,20
19/1/2016 2:20,20
19/1/2016 2:30,40
19/1/2016 2:40,50
19/1/2016 2:50,40
19/1/2016 3:00,50
19/1/2016 3:10,50
19/1/2016 3:20,40
19/1/2016 3:30,40
19/1/2016 3:40,50
19/1/2016 3:50,50
19/1/2016 4:00,50
19/1/2016 4:10,40
19/1/2016 4:20,50
19/1/2016 4:30,20
19/1/2016 4:40,30
19/1/2016 4:50,10
19/1/2016 5:00,40
19/1/2016 5:10,60
19/1/2016 5:20,40
19/1/2016 5:30,50
19/1/2016 5:40,40
19/1/2016 5:50,40
19/1/2016 6:00,40
19/1/2016 6:10,70
19/1/2016 6:20,50
19/1/2016 6:30,50
19/1/2016 6:40,40
19/1/2016 6:50,30
19/1/2016 7:00,30
19/1/2016 7:10,20
19/1/2016 7:20,50
19/1/2016 7:30,50
19/1/2016 7:40,50
19/1/2016 7:50,50
19/1/2016 8:00,40
19/1/2016 8:10,40
19/1/2016 8:20,50
19/1/2016 8:30,40
19/1/2016 8:40,40
19/1/2016 8:50,40
19/1/2016 9:00,40
19/1/2016 9:10,20
19/1/2016 9:20,30
19/1/2016 9:30,30
19/1/2016 9:40,40
19/1/2016 9:50,40
19/1/2016 10:00,40
19/1/2016 10:10,50
19/1/2016 10:20,50
19/1/2016 10:30,50
19/1/2016 10:40,40
19/1/2016 10:50,40
